[2025-01-13 08:42:06,370] INFO: {
    "abs_dir": "/home/diwang/siMLPe/exps/baseline_h36m",
    "batch_size": 256,
    "cos_lr_max": 1e-05,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 40000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "device": "cuda:4",
    "h36m_anno_dir": "/home/diwang/siMLPe/data/h36m/",
    "link_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_last.log",
    "link_val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_last.log",
    "log_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log",
    "log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_2025_01_13_08_40_41.log",
    "model_pth": null,
    "motion": {
        "dim": 66,
        "h36m_input_length": 50,
        "h36m_input_length_dct": 50,
        "h36m_target_length": 5,
        "h36m_target_length_eval": 5,
        "h36m_target_length_train": 5
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": false,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": true,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 66,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "repo_name": "siMLPe",
    "root_dir": "/home/diwang/siMLPe",
    "save_every": 2000,
    "seed": 304,
    "shift_step": 1,
    "snapshot_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log/snapshot",
    "this_dir": "baseline_h36m",
    "use_relative_loss": true,
    "val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_2025_01_13_08_40_41.log",
    "weight_decay": 0.0001
}
[2025-01-13 08:42:28,609] INFO: Iter 100 Summary: 
[2025-01-13 08:42:28,610] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05907708585262299
[2025-01-13 08:42:48,443] INFO: Iter 200 Summary: 
[2025-01-13 08:42:48,443] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05183495629578829
[2025-01-13 08:43:07,696] INFO: Iter 300 Summary: 
[2025-01-13 08:43:07,696] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048628985360264776
[2025-01-13 08:43:25,860] INFO: Iter 400 Summary: 
[2025-01-13 08:43:25,861] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04047091983258724
[2025-01-13 08:43:44,919] INFO: Iter 500 Summary: 
[2025-01-13 08:43:44,920] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03670168742537498
[2025-01-13 08:44:04,122] INFO: Iter 600 Summary: 
[2025-01-13 08:44:04,123] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.035431486926972865
[2025-01-13 08:44:24,327] INFO: Iter 700 Summary: 
[2025-01-13 08:44:24,327] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03423751298338175
[2025-01-13 08:44:44,295] INFO: Iter 800 Summary: 
[2025-01-13 08:44:44,295] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03406199356541038
[2025-01-13 08:45:05,064] INFO: Iter 900 Summary: 
[2025-01-13 08:45:05,064] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.033293997794389726
[2025-01-13 08:45:26,809] INFO: Iter 1000 Summary: 
[2025-01-13 08:45:26,809] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03358494022861123
[2025-01-13 08:45:46,573] INFO: Iter 1100 Summary: 
[2025-01-13 08:45:46,573] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.033026726208627226
[2025-01-13 08:46:07,746] INFO: Iter 1200 Summary: 
[2025-01-13 08:46:07,746] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03257429495453835
[2025-01-13 08:46:29,668] INFO: Iter 1300 Summary: 
[2025-01-13 08:46:29,669] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.032884397562593225
[2025-01-13 08:46:50,637] INFO: Iter 1400 Summary: 
[2025-01-13 08:46:50,638] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.032555550523102286
[2025-01-13 08:47:08,303] INFO: Iter 1500 Summary: 
[2025-01-13 08:47:08,303] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03245216771960258
[2025-01-13 08:47:25,824] INFO: Iter 1600 Summary: 
[2025-01-13 08:47:25,825] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.032088220361620186
[2025-01-13 08:47:44,375] INFO: Iter 1700 Summary: 
[2025-01-13 08:47:44,376] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03212507337331772
[2025-01-13 08:48:02,894] INFO: Iter 1800 Summary: 
[2025-01-13 08:48:02,894] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03163575068116188
[2025-01-13 08:48:20,203] INFO: Iter 1900 Summary: 
[2025-01-13 08:48:20,203] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.03138675790280104
[2025-01-13 08:48:36,124] INFO: Iter 2000 Summary: 
[2025-01-13 08:48:36,124] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.031644622795283794
