[2025-01-13 13:16:13,805] INFO: {
    "abs_dir": "/home/diwang/siMLPe/exps/baseline_h36m",
    "batch_size": 256,
    "cos_lr_max": 1e-05,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 40000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "device": "cuda:4",
    "h36m_anno_dir": "/home/diwang/siMLPe/data/h36m/",
    "link_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_last.log",
    "link_val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_last.log",
    "log_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log",
    "log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_2025_01_13_13_15_55.log",
    "model_pth": null,
    "motion": {
        "dim": 66,
        "h36m_input_length": 50,
        "h36m_input_length_dct": 50,
        "h36m_target_length": 10,
        "h36m_target_length_eval": 10,
        "h36m_target_length_train": 10
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": false,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": true,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 66,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "repo_name": "siMLPe",
    "root_dir": "/home/diwang/siMLPe",
    "save_every": 2000,
    "seed": 304,
    "shift_step": 1,
    "snapshot_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log/snapshot",
    "this_dir": "baseline_h36m",
    "use_relative_loss": true,
    "val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_2025_01_13_13_15_55.log",
    "weight_decay": 0.0001
}
[2025-01-13 13:16:23,005] INFO: Iter 100 Summary: 
[2025-01-13 13:16:23,005] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.08713441543281078
[2025-01-13 13:16:29,984] INFO: Iter 200 Summary: 
[2025-01-13 13:16:29,984] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07465265937149525
[2025-01-13 13:16:37,011] INFO: Iter 300 Summary: 
[2025-01-13 13:16:37,012] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07039082750678062
[2025-01-13 13:16:43,901] INFO: Iter 400 Summary: 
[2025-01-13 13:16:43,902] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06520674720406533
[2025-01-13 13:16:50,820] INFO: Iter 500 Summary: 
[2025-01-13 13:16:50,821] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06056007467210293
[2025-01-13 13:16:57,830] INFO: Iter 600 Summary: 
[2025-01-13 13:16:57,830] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05835030093789101
[2025-01-13 13:17:05,969] INFO: Iter 700 Summary: 
[2025-01-13 13:17:05,969] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057194854095578194
[2025-01-13 13:17:13,160] INFO: Iter 800 Summary: 
[2025-01-13 13:17:13,161] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.056492888815701005
[2025-01-13 13:17:20,238] INFO: Iter 900 Summary: 
[2025-01-13 13:17:20,238] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0558500611782074
[2025-01-13 13:17:27,180] INFO: Iter 1000 Summary: 
[2025-01-13 13:17:27,180] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05572965428233147
[2025-01-13 13:17:34,059] INFO: Iter 1100 Summary: 
[2025-01-13 13:17:34,059] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05560596443712711
[2025-01-13 13:17:40,929] INFO: Iter 1200 Summary: 
[2025-01-13 13:17:40,930] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053845150135457515
[2025-01-13 13:17:47,744] INFO: Iter 1300 Summary: 
[2025-01-13 13:17:47,744] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05376107428222895
[2025-01-13 13:17:56,166] INFO: Iter 1400 Summary: 
[2025-01-13 13:17:56,166] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053796212300658224
[2025-01-13 13:18:03,130] INFO: Iter 1500 Summary: 
[2025-01-13 13:18:03,130] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053521576449275014
[2025-01-13 13:18:09,984] INFO: Iter 1600 Summary: 
[2025-01-13 13:18:09,984] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0528569421172142
[2025-01-13 13:18:16,913] INFO: Iter 1700 Summary: 
[2025-01-13 13:18:16,913] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05280514195561409
[2025-01-13 13:18:23,799] INFO: Iter 1800 Summary: 
[2025-01-13 13:18:23,799] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0520035371184349
[2025-01-13 13:18:30,822] INFO: Iter 1900 Summary: 
[2025-01-13 13:18:30,822] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05249262884259224
[2025-01-13 13:18:38,026] INFO: Iter 2000 Summary: 
[2025-01-13 13:18:38,026] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05153701808303594
[2025-01-13 13:18:48,060] INFO: Iter 2100 Summary: 
[2025-01-13 13:18:48,061] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051574781462550165
[2025-01-13 13:18:55,072] INFO: Iter 2200 Summary: 
[2025-01-13 13:18:55,073] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05120854839682579
[2025-01-13 13:19:02,005] INFO: Iter 2300 Summary: 
[2025-01-13 13:19:02,006] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05130393695086241
[2025-01-13 13:19:08,945] INFO: Iter 2400 Summary: 
[2025-01-13 13:19:08,946] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05106268398463726
[2025-01-13 13:19:15,861] INFO: Iter 2500 Summary: 
[2025-01-13 13:19:15,861] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05075976807624102
[2025-01-13 13:19:22,764] INFO: Iter 2600 Summary: 
[2025-01-13 13:19:22,764] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05111330348998308
[2025-01-13 13:19:29,614] INFO: Iter 2700 Summary: 
[2025-01-13 13:19:29,614] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050695504210889336
[2025-01-13 13:19:38,211] INFO: Iter 2800 Summary: 
[2025-01-13 13:19:38,211] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05012615829706192
[2025-01-13 13:19:45,216] INFO: Iter 2900 Summary: 
[2025-01-13 13:19:45,216] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04996498413383961
[2025-01-13 13:19:51,901] INFO: Iter 3000 Summary: 
[2025-01-13 13:19:51,901] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0504981653764844
[2025-01-13 13:19:58,984] INFO: Iter 3100 Summary: 
[2025-01-13 13:19:58,984] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04997357729822397
[2025-01-13 13:20:05,804] INFO: Iter 3200 Summary: 
[2025-01-13 13:20:05,804] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04998678430914879
[2025-01-13 13:20:12,620] INFO: Iter 3300 Summary: 
[2025-01-13 13:20:12,620] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04980281211435795
[2025-01-13 13:20:19,516] INFO: Iter 3400 Summary: 
[2025-01-13 13:20:19,516] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049986099377274516
[2025-01-13 13:20:27,897] INFO: Iter 3500 Summary: 
[2025-01-13 13:20:27,897] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049844023585319516
[2025-01-13 13:20:34,827] INFO: Iter 3600 Summary: 
[2025-01-13 13:20:34,827] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049786487855017186
[2025-01-13 13:20:41,492] INFO: Iter 3700 Summary: 
[2025-01-13 13:20:41,492] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04896692767739296
[2025-01-13 13:20:48,560] INFO: Iter 3800 Summary: 
[2025-01-13 13:20:48,560] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048942401707172394
[2025-01-13 13:20:55,738] INFO: Iter 3900 Summary: 
[2025-01-13 13:20:55,738] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04885578088462353
[2025-01-13 13:21:02,841] INFO: Iter 4000 Summary: 
[2025-01-13 13:21:02,841] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04950512886047363
[2025-01-13 13:21:11,749] INFO: Iter 4100 Summary: 
[2025-01-13 13:21:11,749] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04947197809815407
[2025-01-13 13:21:20,156] INFO: Iter 4200 Summary: 
[2025-01-13 13:21:20,156] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04874685913324356
[2025-01-13 13:21:27,032] INFO: Iter 4300 Summary: 
[2025-01-13 13:21:27,032] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0489947671815753
[2025-01-13 13:21:33,837] INFO: Iter 4400 Summary: 
[2025-01-13 13:21:33,837] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048771480247378346
[2025-01-13 13:21:40,600] INFO: Iter 4500 Summary: 
[2025-01-13 13:21:40,601] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04852089587599039
[2025-01-13 13:21:47,458] INFO: Iter 4600 Summary: 
[2025-01-13 13:21:47,458] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048569814711809156
[2025-01-13 13:21:54,335] INFO: Iter 4700 Summary: 
[2025-01-13 13:21:54,335] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04811035331338644
[2025-01-13 13:22:01,192] INFO: Iter 4800 Summary: 
[2025-01-13 13:22:01,192] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048257830291986464
[2025-01-13 13:22:09,625] INFO: Iter 4900 Summary: 
[2025-01-13 13:22:09,625] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04823100741952658
[2025-01-13 13:22:16,494] INFO: Iter 5000 Summary: 
[2025-01-13 13:22:16,494] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048762828670442106
[2025-01-13 13:22:23,266] INFO: Iter 5100 Summary: 
[2025-01-13 13:22:23,266] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048060133419930935
[2025-01-13 13:22:30,216] INFO: Iter 5200 Summary: 
[2025-01-13 13:22:30,217] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04784172233194113
[2025-01-13 13:22:37,001] INFO: Iter 5300 Summary: 
[2025-01-13 13:22:37,001] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04791609726846218
[2025-01-13 13:22:43,882] INFO: Iter 5400 Summary: 
[2025-01-13 13:22:43,882] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04737825326621532
[2025-01-13 13:22:50,670] INFO: Iter 5500 Summary: 
[2025-01-13 13:22:50,671] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04770405124872923
[2025-01-13 13:22:59,190] INFO: Iter 5600 Summary: 
[2025-01-13 13:22:59,191] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04750795938074589
[2025-01-13 13:23:06,107] INFO: Iter 5700 Summary: 
[2025-01-13 13:23:06,107] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0470867008715868
[2025-01-13 13:23:12,959] INFO: Iter 5800 Summary: 
[2025-01-13 13:23:12,959] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047346521094441416
[2025-01-13 13:23:19,742] INFO: Iter 5900 Summary: 
[2025-01-13 13:23:19,742] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046948316134512426
[2025-01-13 13:23:26,611] INFO: Iter 6000 Summary: 
[2025-01-13 13:23:26,611] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04700473707169294
[2025-01-13 13:23:34,965] INFO: Iter 6100 Summary: 
[2025-01-13 13:23:34,965] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046784941554069516
[2025-01-13 13:23:43,263] INFO: Iter 6200 Summary: 
[2025-01-13 13:23:43,263] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046652512699365614
[2025-01-13 13:23:50,321] INFO: Iter 6300 Summary: 
[2025-01-13 13:23:50,321] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04644642986357212
[2025-01-13 13:23:57,340] INFO: Iter 6400 Summary: 
[2025-01-13 13:23:57,340] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046506319902837275
[2025-01-13 13:24:04,210] INFO: Iter 6500 Summary: 
[2025-01-13 13:24:04,210] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04618743471801281
[2025-01-13 13:24:10,981] INFO: Iter 6600 Summary: 
[2025-01-13 13:24:10,981] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04623363096266985
[2025-01-13 13:24:17,767] INFO: Iter 6700 Summary: 
[2025-01-13 13:24:17,767] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04601345431059599
[2025-01-13 13:24:24,559] INFO: Iter 6800 Summary: 
[2025-01-13 13:24:24,559] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04568120781332254
[2025-01-13 13:24:32,787] INFO: Iter 6900 Summary: 
[2025-01-13 13:24:32,787] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04595132727175951
[2025-01-13 13:24:39,601] INFO: Iter 7000 Summary: 
[2025-01-13 13:24:39,601] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04602955527603626
[2025-01-13 13:24:46,408] INFO: Iter 7100 Summary: 
[2025-01-13 13:24:46,408] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04556172482669354
[2025-01-13 13:24:53,204] INFO: Iter 7200 Summary: 
[2025-01-13 13:24:53,205] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04536982081830501
[2025-01-13 13:25:00,118] INFO: Iter 7300 Summary: 
[2025-01-13 13:25:00,119] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04520168207585812
[2025-01-13 13:25:07,245] INFO: Iter 7400 Summary: 
[2025-01-13 13:25:07,245] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04516506765037775
[2025-01-13 13:25:14,360] INFO: Iter 7500 Summary: 
[2025-01-13 13:25:14,360] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04518701184540987
[2025-01-13 13:25:22,767] INFO: Iter 7600 Summary: 
[2025-01-13 13:25:22,767] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04520420327782631
[2025-01-13 13:25:29,691] INFO: Iter 7700 Summary: 
[2025-01-13 13:25:29,692] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04494573947042227
[2025-01-13 13:25:36,499] INFO: Iter 7800 Summary: 
[2025-01-13 13:25:36,499] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04434569101780653
[2025-01-13 13:25:43,361] INFO: Iter 7900 Summary: 
[2025-01-13 13:25:43,362] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04454519808292389
[2025-01-13 13:25:50,130] INFO: Iter 8000 Summary: 
[2025-01-13 13:25:50,130] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04460116993635893
[2025-01-13 13:25:58,548] INFO: Iter 8100 Summary: 
[2025-01-13 13:25:58,548] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.044585944600403306
[2025-01-13 13:26:05,312] INFO: Iter 8200 Summary: 
[2025-01-13 13:26:05,313] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04447371955960989
[2025-01-13 13:26:13,653] INFO: Iter 8300 Summary: 
[2025-01-13 13:26:13,654] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.044700459614396094
[2025-01-13 13:26:20,588] INFO: Iter 8400 Summary: 
[2025-01-13 13:26:20,589] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04418327074497938
[2025-01-13 13:26:27,481] INFO: Iter 8500 Summary: 
[2025-01-13 13:26:27,482] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04434201050549746
[2025-01-13 13:26:34,533] INFO: Iter 8600 Summary: 
[2025-01-13 13:26:34,533] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043780361376702784
[2025-01-13 13:26:41,581] INFO: Iter 8700 Summary: 
[2025-01-13 13:26:41,581] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.044004570730030536
[2025-01-13 13:26:48,800] INFO: Iter 8800 Summary: 
[2025-01-13 13:26:48,800] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04419297743588686
[2025-01-13 13:26:55,880] INFO: Iter 8900 Summary: 
[2025-01-13 13:26:55,880] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04348462998867035
[2025-01-13 13:27:04,230] INFO: Iter 9000 Summary: 
[2025-01-13 13:27:04,230] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043512687794864176
[2025-01-13 13:27:11,282] INFO: Iter 9100 Summary: 
[2025-01-13 13:27:11,282] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043764249086380005
[2025-01-13 13:27:18,205] INFO: Iter 9200 Summary: 
[2025-01-13 13:27:18,205] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043722090497612956
[2025-01-13 13:27:25,218] INFO: Iter 9300 Summary: 
[2025-01-13 13:27:25,219] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043615618348121644
[2025-01-13 13:27:32,202] INFO: Iter 9400 Summary: 
[2025-01-13 13:27:32,203] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043069281950592994
[2025-01-13 13:27:39,285] INFO: Iter 9500 Summary: 
[2025-01-13 13:27:39,285] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04327459707856178
[2025-01-13 13:27:46,266] INFO: Iter 9600 Summary: 
[2025-01-13 13:27:46,266] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04331291150301695
[2025-01-13 13:27:55,955] INFO: Iter 9700 Summary: 
[2025-01-13 13:27:55,956] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043193360045552256
[2025-01-13 13:28:02,986] INFO: Iter 9800 Summary: 
[2025-01-13 13:28:02,986] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.043023174330592155
[2025-01-13 13:28:10,154] INFO: Iter 9900 Summary: 
[2025-01-13 13:28:10,155] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04291443474590778
[2025-01-13 13:28:17,242] INFO: Iter 10000 Summary: 
[2025-01-13 13:28:17,242] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04292451109737158
[2025-01-13 13:28:26,027] INFO: Iter 10100 Summary: 
[2025-01-13 13:28:26,027] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04322488527745008
[2025-01-13 13:28:32,928] INFO: Iter 10200 Summary: 
[2025-01-13 13:28:32,928] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04244921684265137
[2025-01-13 13:28:39,922] INFO: Iter 10300 Summary: 
[2025-01-13 13:28:39,922] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04283345468342304
[2025-01-13 13:28:48,454] INFO: Iter 10400 Summary: 
[2025-01-13 13:28:48,455] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04253769431263208
[2025-01-13 13:28:55,422] INFO: Iter 10500 Summary: 
[2025-01-13 13:28:55,422] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04290525253862142
[2025-01-13 13:29:02,360] INFO: Iter 10600 Summary: 
[2025-01-13 13:29:02,361] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04243043940514326
[2025-01-13 13:29:09,393] INFO: Iter 10700 Summary: 
[2025-01-13 13:29:09,393] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.042439894378185274
[2025-01-13 13:29:16,305] INFO: Iter 10800 Summary: 
[2025-01-13 13:29:16,305] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04238349869847298
[2025-01-13 13:29:23,536] INFO: Iter 10900 Summary: 
[2025-01-13 13:29:23,536] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04236964784562588
[2025-01-13 13:29:30,513] INFO: Iter 11000 Summary: 
[2025-01-13 13:29:30,514] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04234189845621586
[2025-01-13 13:29:39,032] INFO: Iter 11100 Summary: 
[2025-01-13 13:29:39,032] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04230184521526098
[2025-01-13 13:29:45,952] INFO: Iter 11200 Summary: 
[2025-01-13 13:29:45,952] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.042262847051024434
[2025-01-13 13:29:52,810] INFO: Iter 11300 Summary: 
[2025-01-13 13:29:52,810] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.042245815694332126
[2025-01-13 13:29:59,760] INFO: Iter 11400 Summary: 
