[2025-01-16 00:49:02,499] INFO: {
    "abs_dir": "/home/diwang/siMLPe/exps/baseline_h36m",
    "batch_size": 256,
    "cos_lr_max": 1e-05,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 40000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "device": "cuda:4",
    "h36m_anno_dir": "/home/diwang/siMLPe/data/h36m/",
    "link_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_last.log",
    "link_val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_last.log",
    "log_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log",
    "log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_2025_01_16_00_48_45.log",
    "model_pth": null,
    "motion": {
        "dim": 66,
        "h36m_input_length": 50,
        "h36m_input_length_dct": 50,
        "h36m_target_length": 10,
        "h36m_target_length_eval": 25,
        "h36m_target_length_train": 10
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": false,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": true,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 66,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "repo_name": "siMLPe",
    "root_dir": "/home/diwang/siMLPe",
    "save_every": 2000,
    "seed": 304,
    "shift_step": 1,
    "snapshot_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log/snapshot",
    "this_dir": "baseline_h36m",
    "use_relative_loss": true,
    "val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_2025_01_16_00_48_45.log",
    "weight_decay": 0.0001
}
[2025-01-16 00:49:11,126] INFO: Iter 100 Summary: 
[2025-01-16 00:49:11,126] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.08706224083900452
[2025-01-16 00:49:19,250] INFO: Iter 200 Summary: 
[2025-01-16 00:49:19,250] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07489886425435544
[2025-01-16 00:49:28,634] INFO: Iter 300 Summary: 
[2025-01-16 00:49:28,634] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07490724295377732
[2025-01-16 00:49:37,100] INFO: Iter 400 Summary: 
[2025-01-16 00:49:37,100] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0748699102550745
[2025-01-16 00:49:45,036] INFO: Iter 500 Summary: 
[2025-01-16 00:49:45,037] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07290655124932527
[2025-01-16 00:49:53,838] INFO: Iter 600 Summary: 
[2025-01-16 00:49:53,838] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06925099741667509
[2025-01-16 00:50:03,571] INFO: Iter 700 Summary: 
[2025-01-16 00:50:03,571] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06581721179187298
[2025-01-16 00:50:11,551] INFO: Iter 800 Summary: 
[2025-01-16 00:50:11,551] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06257925849407911
[2025-01-16 00:50:19,766] INFO: Iter 900 Summary: 
[2025-01-16 00:50:19,766] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.061571751460433005
[2025-01-16 00:50:28,155] INFO: Iter 1000 Summary: 
[2025-01-16 00:50:28,155] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06071133606135845
[2025-01-16 00:50:36,473] INFO: Iter 1100 Summary: 
[2025-01-16 00:50:36,473] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.059962300918996334
[2025-01-16 00:50:44,448] INFO: Iter 1200 Summary: 
[2025-01-16 00:50:44,448] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058233667463064194
[2025-01-16 00:50:53,149] INFO: Iter 1300 Summary: 
[2025-01-16 00:50:53,149] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0579428843036294
[2025-01-16 00:51:02,700] INFO: Iter 1400 Summary: 
[2025-01-16 00:51:02,700] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05716068420559168
[2025-01-16 00:51:11,713] INFO: Iter 1500 Summary: 
[2025-01-16 00:51:11,713] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05639176055788994
[2025-01-16 00:51:20,710] INFO: Iter 1600 Summary: 
[2025-01-16 00:51:20,710] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05543554726988077
[2025-01-16 00:51:30,254] INFO: Iter 1700 Summary: 
[2025-01-16 00:51:30,254] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0553227811306715
[2025-01-16 00:51:39,291] INFO: Iter 1800 Summary: 
[2025-01-16 00:51:39,292] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054555407576262954
[2025-01-16 00:51:47,547] INFO: Iter 1900 Summary: 
[2025-01-16 00:51:47,547] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054965139143168924
[2025-01-16 00:51:56,125] INFO: Iter 2000 Summary: 
[2025-01-16 00:51:56,126] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05365502096712589
[2025-01-16 00:52:07,363] INFO: Iter 2100 Summary: 
[2025-01-16 00:52:07,364] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053752634711563586
[2025-01-16 00:52:16,355] INFO: Iter 2200 Summary: 
[2025-01-16 00:52:16,355] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05314115900546312
[2025-01-16 00:52:25,612] INFO: Iter 2300 Summary: 
[2025-01-16 00:52:25,612] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053729335330426696
[2025-01-16 00:52:35,071] INFO: Iter 2400 Summary: 
[2025-01-16 00:52:35,072] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053260489851236346
[2025-01-16 00:52:43,494] INFO: Iter 2500 Summary: 
[2025-01-16 00:52:43,494] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05302852801978588
[2025-01-16 00:52:51,497] INFO: Iter 2600 Summary: 
[2025-01-16 00:52:51,498] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05311264753341675
[2025-01-16 00:53:00,203] INFO: Iter 2700 Summary: 
[2025-01-16 00:53:00,204] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.052880810908973216
[2025-01-16 00:53:09,152] INFO: Iter 2800 Summary: 
[2025-01-16 00:53:09,152] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05213593568652868
[2025-01-16 00:53:18,221] INFO: Iter 2900 Summary: 
[2025-01-16 00:53:18,221] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051977205350995065
[2025-01-16 00:53:26,785] INFO: Iter 3000 Summary: 
[2025-01-16 00:53:26,785] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05204543620347977
[2025-01-16 00:53:36,360] INFO: Iter 3100 Summary: 
[2025-01-16 00:53:36,360] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051741082407534125
[2025-01-16 00:53:45,054] INFO: Iter 3200 Summary: 
[2025-01-16 00:53:45,054] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051372555643320085
[2025-01-16 00:53:54,473] INFO: Iter 3300 Summary: 
[2025-01-16 00:53:54,473] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05167067307978868
[2025-01-16 00:54:02,646] INFO: Iter 3400 Summary: 
[2025-01-16 00:54:02,647] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05163874391466379
[2025-01-16 00:54:12,355] INFO: Iter 3500 Summary: 
[2025-01-16 00:54:12,356] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05158812940120697
[2025-01-16 00:54:21,081] INFO: Iter 3600 Summary: 
[2025-01-16 00:54:21,081] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051239884458482265
[2025-01-16 00:54:29,488] INFO: Iter 3700 Summary: 
[2025-01-16 00:54:29,489] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05044742524623871
[2025-01-16 00:54:38,537] INFO: Iter 3800 Summary: 
[2025-01-16 00:54:38,537] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05033549975603819
[2025-01-16 00:54:47,096] INFO: Iter 3900 Summary: 
[2025-01-16 00:54:47,096] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05028246678411961
[2025-01-16 00:54:55,783] INFO: Iter 4000 Summary: 
[2025-01-16 00:54:55,784] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050996973328292367
[2025-01-16 00:55:07,708] INFO: Iter 4100 Summary: 
[2025-01-16 00:55:07,709] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05052256468683481
[2025-01-16 00:55:16,483] INFO: Iter 4200 Summary: 
[2025-01-16 00:55:16,483] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05007004074752331
[2025-01-16 00:55:26,565] INFO: Iter 4300 Summary: 
[2025-01-16 00:55:26,565] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050380820743739604
[2025-01-16 00:55:35,079] INFO: Iter 4400 Summary: 
[2025-01-16 00:55:35,080] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04962758462876082
[2025-01-16 00:55:44,072] INFO: Iter 4500 Summary: 
[2025-01-16 00:55:44,073] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04932151053100824
[2025-01-16 00:55:52,982] INFO: Iter 4600 Summary: 
[2025-01-16 00:55:52,982] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04937595721334219
[2025-01-16 00:56:03,229] INFO: Iter 4700 Summary: 
[2025-01-16 00:56:03,230] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04902998585253954
[2025-01-16 00:56:12,897] INFO: Iter 4800 Summary: 
[2025-01-16 00:56:12,897] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049239448979496954
[2025-01-16 00:56:22,097] INFO: Iter 4900 Summary: 
[2025-01-16 00:56:22,097] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05116237610578537
[2025-01-16 00:56:31,241] INFO: Iter 5000 Summary: 
[2025-01-16 00:56:31,241] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05013556130230427
[2025-01-16 00:56:40,884] INFO: Iter 5100 Summary: 
[2025-01-16 00:56:40,885] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048812730200588704
[2025-01-16 00:56:49,742] INFO: Iter 5200 Summary: 
[2025-01-16 00:56:49,742] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04865999322384596
[2025-01-16 00:57:00,609] INFO: Iter 5300 Summary: 
[2025-01-16 00:57:00,609] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048672697469592095
[2025-01-16 00:57:09,268] INFO: Iter 5400 Summary: 
[2025-01-16 00:57:09,268] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04842088643461466
[2025-01-16 00:57:17,553] INFO: Iter 5500 Summary: 
[2025-01-16 00:57:17,553] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04866364303976298
[2025-01-16 00:57:26,322] INFO: Iter 5600 Summary: 
[2025-01-16 00:57:26,322] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04827762436121702
[2025-01-16 00:57:35,893] INFO: Iter 5700 Summary: 
[2025-01-16 00:57:35,894] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04787354435771704
[2025-01-16 00:57:44,361] INFO: Iter 5800 Summary: 
[2025-01-16 00:57:44,361] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048176087960600855
[2025-01-16 00:57:52,652] INFO: Iter 5900 Summary: 
[2025-01-16 00:57:52,652] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04775853097438812
[2025-01-16 00:58:01,120] INFO: Iter 6000 Summary: 
[2025-01-16 00:58:01,120] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04805257741361856
[2025-01-16 00:58:11,879] INFO: Iter 6100 Summary: 
[2025-01-16 00:58:11,879] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04782624877989292
[2025-01-16 00:58:20,088] INFO: Iter 6200 Summary: 
[2025-01-16 00:58:20,089] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04766448419541121
[2025-01-16 00:58:29,275] INFO: Iter 6300 Summary: 
[2025-01-16 00:58:29,276] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04738446466624737
[2025-01-16 00:58:37,886] INFO: Iter 6400 Summary: 
[2025-01-16 00:58:37,887] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047598464116454124
[2025-01-16 00:58:46,590] INFO: Iter 6500 Summary: 
[2025-01-16 00:58:46,590] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04728773396462202
[2025-01-16 00:58:54,976] INFO: Iter 6600 Summary: 
[2025-01-16 00:58:54,977] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047487114667892454
[2025-01-16 00:59:05,399] INFO: Iter 6700 Summary: 
[2025-01-16 00:59:05,399] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04697417501360178
[2025-01-16 00:59:13,616] INFO: Iter 6800 Summary: 
[2025-01-16 00:59:13,616] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04693696636706591
[2025-01-16 00:59:22,833] INFO: Iter 6900 Summary: 
[2025-01-16 00:59:22,834] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04714010559022427
[2025-01-16 00:59:31,577] INFO: Iter 7000 Summary: 
[2025-01-16 00:59:31,577] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047803304940462116
[2025-01-16 00:59:40,334] INFO: Iter 7100 Summary: 
[2025-01-16 00:59:40,334] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046871858313679696
[2025-01-16 00:59:49,628] INFO: Iter 7200 Summary: 
[2025-01-16 00:59:49,628] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04669682864099741
[2025-01-16 00:59:58,995] INFO: Iter 7300 Summary: 
[2025-01-16 00:59:58,995] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04652534537017346
[2025-01-16 01:00:08,612] INFO: Iter 7400 Summary: 
[2025-01-16 01:00:08,613] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046622729524970055
[2025-01-16 01:00:16,791] INFO: Iter 7500 Summary: 
[2025-01-16 01:00:16,792] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04653196576982736
[2025-01-16 01:00:26,163] INFO: Iter 7600 Summary: 
[2025-01-16 01:00:26,164] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046638078279793264
[2025-01-16 01:00:35,036] INFO: Iter 7700 Summary: 
[2025-01-16 01:00:35,036] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04645380269736052
[2025-01-16 01:00:45,038] INFO: Iter 7800 Summary: 
[2025-01-16 01:00:45,039] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04592189695686102
[2025-01-16 01:00:54,277] INFO: Iter 7900 Summary: 
[2025-01-16 01:00:54,277] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04601114023476839
[2025-01-16 01:01:02,880] INFO: Iter 8000 Summary: 
[2025-01-16 01:01:02,880] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04624589983373881
[2025-01-16 01:01:13,649] INFO: Iter 8100 Summary: 
[2025-01-16 01:01:13,650] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04619340650737286
[2025-01-16 01:01:21,586] INFO: Iter 8200 Summary: 
[2025-01-16 01:01:21,587] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04615377262234688
[2025-01-16 01:01:30,939] INFO: Iter 8300 Summary: 
[2025-01-16 01:01:30,940] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046296650655567644
[2025-01-16 01:01:39,354] INFO: Iter 8400 Summary: 
[2025-01-16 01:01:39,354] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045870850160717964
[2025-01-16 01:01:47,635] INFO: Iter 8500 Summary: 
[2025-01-16 01:01:47,635] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04597686320543289
[2025-01-16 01:01:56,107] INFO: Iter 8600 Summary: 
[2025-01-16 01:01:56,107] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04561661772429943
[2025-01-16 01:02:04,671] INFO: Iter 8700 Summary: 
[2025-01-16 01:02:04,671] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04572166789323091
[2025-01-16 01:02:12,796] INFO: Iter 8800 Summary: 
[2025-01-16 01:02:12,796] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045930832475423816
[2025-01-16 01:02:23,174] INFO: Iter 8900 Summary: 
[2025-01-16 01:02:23,174] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045248263701796534
[2025-01-16 01:02:31,934] INFO: Iter 9000 Summary: 
[2025-01-16 01:02:31,934] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04535735737532377
[2025-01-16 01:02:40,513] INFO: Iter 9100 Summary: 
[2025-01-16 01:02:40,514] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04568377789109945
[2025-01-16 01:02:49,196] INFO: Iter 9200 Summary: 
[2025-01-16 01:02:49,196] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04545478515326977
[2025-01-16 01:02:58,830] INFO: Iter 9300 Summary: 
[2025-01-16 01:02:58,830] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045499416254460814
[2025-01-16 01:03:06,974] INFO: Iter 9400 Summary: 
[2025-01-16 01:03:06,975] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04505332980304957
[2025-01-16 01:03:15,345] INFO: Iter 9500 Summary: 
[2025-01-16 01:03:15,345] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04526379145681858
[2025-01-16 01:03:23,818] INFO: Iter 9600 Summary: 
[2025-01-16 01:03:23,819] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0453356260061264
[2025-01-16 01:03:33,252] INFO: Iter 9700 Summary: 
[2025-01-16 01:03:33,253] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045136302672326566
[2025-01-16 01:03:42,679] INFO: Iter 9800 Summary: 
[2025-01-16 01:03:42,679] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0450720676779747
[2025-01-16 01:03:51,113] INFO: Iter 9900 Summary: 
[2025-01-16 01:03:51,113] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0450096321105957
[2025-01-16 01:03:59,691] INFO: Iter 10000 Summary: 
[2025-01-16 01:03:59,691] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045089178197085855
[2025-01-16 01:04:12,521] INFO: Iter 10100 Summary: 
[2025-01-16 01:04:12,521] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04543324623256922
[2025-01-16 01:04:22,547] INFO: Iter 10200 Summary: 
[2025-01-16 01:04:22,548] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04446451563388109
[2025-01-16 01:04:31,038] INFO: Iter 10300 Summary: 
[2025-01-16 01:04:31,038] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.045112629160284995
[2025-01-16 01:04:40,700] INFO: Iter 10400 Summary: 
[2025-01-16 01:04:40,701] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.044670790173113345
[2025-01-16 01:04:49,617] INFO: Iter 10500 Summary: 
[2025-01-16 01:04:49,617] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04500757336616516
[2025-01-16 01:04:58,017] INFO: Iter 10600 Summary: 
[2025-01-16 01:04:58,017] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04471510108560324
[2025-01-16 01:05:06,832] INFO: Iter 10700 Summary: 
[2025-01-16 01:05:06,832] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.044625597074627876
[2025-01-16 01:05:15,008] INFO: Iter 10800 Summary: 
[2025-01-16 01:05:15,009] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04470780503004789
[2025-01-16 01:05:23,343] INFO: Iter 10900 Summary: 
[2025-01-16 01:05:23,343] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04458868756890297
[2025-01-16 01:05:32,600] INFO: Iter 11000 Summary: 
[2025-01-16 01:05:32,600] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04448835462331772
[2025-01-16 01:05:41,598] INFO: Iter 11100 Summary: 
[2025-01-16 01:05:41,599] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04447928447276354
[2025-01-16 01:05:50,563] INFO: Iter 11200 Summary: 
[2025-01-16 01:05:50,563] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04453011482954025
[2025-01-16 01:05:59,752] INFO: Iter 11300 Summary: 
[2025-01-16 01:05:59,752] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04457266565412283
[2025-01-16 01:06:08,250] INFO: Iter 11400 Summary: 
