[2025-01-09 09:27:51,583] INFO: {
    "abs_dir": "/home/diwang/siMLPe/exps/baseline_h36m",
    "batch_size": 256,
    "cos_lr_max": 1e-05,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 40000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "device": "cuda:1",
    "h36m_anno_dir": "/home/diwang/siMLPe/data/h36m/",
    "link_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_last.log",
    "link_val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_last.log",
    "log_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log",
    "log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_2025_01_09_09_27_31.log",
    "model_pth": null,
    "motion": {
        "dim": 66,
        "h36m_input_length": 50,
        "h36m_input_length_dct": 50,
        "h36m_target_length": 10,
        "h36m_target_length_eval": 25,
        "h36m_target_length_train": 10
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": false,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": true,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 66,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "repo_name": "siMLPe",
    "root_dir": "/home/diwang/siMLPe",
    "save_every": 2000,
    "seed": 304,
    "shift_step": 1,
    "snapshot_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log/snapshot",
    "this_dir": "baseline_h36m",
    "use_relative_loss": true,
    "val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_2025_01_09_09_27_31.log",
    "weight_decay": 0.0001
}
[2025-01-09 09:28:02,051] INFO: Iter 100 Summary: 
[2025-01-09 09:28:02,052] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0790527854859829
[2025-01-09 09:28:09,980] INFO: Iter 200 Summary: 
[2025-01-09 09:28:09,980] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07058961037546396
[2025-01-09 09:28:17,940] INFO: Iter 300 Summary: 
[2025-01-09 09:28:17,940] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06705797851085663
[2025-01-09 09:28:25,769] INFO: Iter 400 Summary: 
[2025-01-09 09:28:25,769] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06264076650142669
[2025-01-09 09:28:33,782] INFO: Iter 500 Summary: 
[2025-01-09 09:28:33,782] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.061087568700313566
[2025-01-09 09:28:41,679] INFO: Iter 600 Summary: 
[2025-01-09 09:28:41,679] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.059365348890423775
[2025-01-09 09:28:51,099] INFO: Iter 700 Summary: 
[2025-01-09 09:28:51,099] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.059016836360096935
[2025-01-09 09:28:59,033] INFO: Iter 800 Summary: 
[2025-01-09 09:28:59,034] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058102335557341574
[2025-01-09 09:29:06,930] INFO: Iter 900 Summary: 
[2025-01-09 09:29:06,931] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05732338272035122
[2025-01-09 09:29:14,819] INFO: Iter 1000 Summary: 
[2025-01-09 09:29:14,819] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0569058807566762
[2025-01-09 09:29:22,781] INFO: Iter 1100 Summary: 
[2025-01-09 09:29:22,781] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05609620586037636
[2025-01-09 09:29:30,718] INFO: Iter 1200 Summary: 
[2025-01-09 09:29:30,718] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05584149871021509
[2025-01-09 09:29:38,791] INFO: Iter 1300 Summary: 
[2025-01-09 09:29:38,791] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05606193285435438
[2025-01-09 09:29:48,049] INFO: Iter 1400 Summary: 
[2025-01-09 09:29:48,050] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05553305026143789
[2025-01-09 09:29:55,778] INFO: Iter 1500 Summary: 
[2025-01-09 09:29:55,778] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05475917082279921
[2025-01-09 09:30:03,714] INFO: Iter 1600 Summary: 
[2025-01-09 09:30:03,714] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054240213520824906
[2025-01-09 09:30:11,577] INFO: Iter 1700 Summary: 
[2025-01-09 09:30:11,577] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054388061463832856
[2025-01-09 09:30:19,478] INFO: Iter 1800 Summary: 
[2025-01-09 09:30:19,478] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05415940809994936
[2025-01-09 09:30:27,536] INFO: Iter 1900 Summary: 
[2025-01-09 09:30:27,537] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054042613878846166
[2025-01-09 09:30:35,468] INFO: Iter 2000 Summary: 
[2025-01-09 09:30:35,468] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053801104910671714
[2025-01-09 09:30:47,235] INFO: Iter 2100 Summary: 
[2025-01-09 09:30:47,236] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053819729462265965
[2025-01-09 09:30:55,204] INFO: Iter 2200 Summary: 
[2025-01-09 09:30:55,204] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053697481267154214
[2025-01-09 09:31:03,262] INFO: Iter 2300 Summary: 
[2025-01-09 09:31:03,262] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05350839748978615
[2025-01-09 09:31:11,231] INFO: Iter 2400 Summary: 
[2025-01-09 09:31:11,231] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05320641439408064
[2025-01-09 09:31:19,252] INFO: Iter 2500 Summary: 
[2025-01-09 09:31:19,252] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053070314191281796
[2025-01-09 09:31:27,104] INFO: Iter 2600 Summary: 
[2025-01-09 09:31:27,104] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05299822937697172
[2025-01-09 09:31:35,081] INFO: Iter 2700 Summary: 
[2025-01-09 09:31:35,081] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0530259694904089
[2025-01-09 09:31:44,263] INFO: Iter 2800 Summary: 
[2025-01-09 09:31:44,263] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05297843314707279
[2025-01-09 09:31:52,226] INFO: Iter 2900 Summary: 
[2025-01-09 09:31:52,226] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05241224206984043
[2025-01-09 09:32:00,079] INFO: Iter 3000 Summary: 
[2025-01-09 09:32:00,079] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05272783193737268
[2025-01-09 09:32:07,939] INFO: Iter 3100 Summary: 
[2025-01-09 09:32:07,940] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05250640038400888
[2025-01-09 09:32:15,834] INFO: Iter 3200 Summary: 
[2025-01-09 09:32:15,834] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05197167314589023
[2025-01-09 09:32:23,842] INFO: Iter 3300 Summary: 
[2025-01-09 09:32:23,842] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0518403908610344
[2025-01-09 09:32:31,716] INFO: Iter 3400 Summary: 
[2025-01-09 09:32:31,716] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05197024490684271
[2025-01-09 09:32:40,872] INFO: Iter 3500 Summary: 
[2025-01-09 09:32:40,872] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05208174422383308
[2025-01-09 09:32:48,534] INFO: Iter 3600 Summary: 
[2025-01-09 09:32:48,535] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050946416296064855
[2025-01-09 09:32:55,883] INFO: Iter 3700 Summary: 
[2025-01-09 09:32:55,883] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05169701550155878
[2025-01-09 09:33:03,803] INFO: Iter 3800 Summary: 
[2025-01-09 09:33:03,803] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051062032468616965
[2025-01-09 09:33:11,700] INFO: Iter 3900 Summary: 
[2025-01-09 09:33:11,700] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05072456777095795
[2025-01-09 09:33:19,756] INFO: Iter 4000 Summary: 
[2025-01-09 09:33:19,756] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05074968382716179
[2025-01-09 09:33:30,591] INFO: Iter 4100 Summary: 
[2025-01-09 09:33:30,591] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05058226432651281
[2025-01-09 09:33:39,666] INFO: Iter 4200 Summary: 
[2025-01-09 09:33:39,666] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050819442756474015
[2025-01-09 09:33:47,621] INFO: Iter 4300 Summary: 
[2025-01-09 09:33:47,621] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05057096641510725
[2025-01-09 09:33:55,536] INFO: Iter 4400 Summary: 
[2025-01-09 09:33:55,537] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05055396806448698
[2025-01-09 09:34:03,464] INFO: Iter 4500 Summary: 
[2025-01-09 09:34:03,464] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04976628102362156
[2025-01-09 09:34:11,317] INFO: Iter 4600 Summary: 
[2025-01-09 09:34:11,317] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049628930166363716
[2025-01-09 09:34:19,229] INFO: Iter 4700 Summary: 
[2025-01-09 09:34:19,229] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04979614838957787
[2025-01-09 09:34:27,120] INFO: Iter 4800 Summary: 
[2025-01-09 09:34:27,120] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04958663195371628
[2025-01-09 09:34:36,643] INFO: Iter 4900 Summary: 
[2025-01-09 09:34:36,643] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04953493691980839
[2025-01-09 09:34:44,636] INFO: Iter 5000 Summary: 
[2025-01-09 09:34:44,636] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04975320141762495
[2025-01-09 09:34:52,632] INFO: Iter 5100 Summary: 
[2025-01-09 09:34:52,632] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04923288706690073
[2025-01-09 09:35:00,623] INFO: Iter 5200 Summary: 
[2025-01-09 09:35:00,623] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04923091433942318
[2025-01-09 09:35:08,584] INFO: Iter 5300 Summary: 
[2025-01-09 09:35:08,584] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04866671539843082
[2025-01-09 09:35:16,496] INFO: Iter 5400 Summary: 
[2025-01-09 09:35:16,496] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04885221410542726
[2025-01-09 09:35:24,490] INFO: Iter 5500 Summary: 
[2025-01-09 09:35:24,490] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04878870662301779
[2025-01-09 09:35:33,466] INFO: Iter 5600 Summary: 
[2025-01-09 09:35:33,466] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051310357972979545
[2025-01-09 09:35:41,448] INFO: Iter 5700 Summary: 
[2025-01-09 09:35:41,448] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07068381115794181
[2025-01-09 09:35:49,362] INFO: Iter 5800 Summary: 
[2025-01-09 09:35:49,363] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06588004659861327
[2025-01-09 09:35:57,348] INFO: Iter 5900 Summary: 
[2025-01-09 09:35:57,348] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06372085690498352
[2025-01-09 09:36:05,205] INFO: Iter 6000 Summary: 
[2025-01-09 09:36:05,205] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06127300087362528
[2025-01-09 09:36:15,700] INFO: Iter 6100 Summary: 
[2025-01-09 09:36:15,700] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.059895583130419254
[2025-01-09 09:36:24,725] INFO: Iter 6200 Summary: 
[2025-01-09 09:36:24,725] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057204652950167655
[2025-01-09 09:36:32,760] INFO: Iter 6300 Summary: 
[2025-01-09 09:36:32,760] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055309775210917
[2025-01-09 09:36:40,633] INFO: Iter 6400 Summary: 
[2025-01-09 09:36:40,633] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05307246848940849
[2025-01-09 09:36:48,458] INFO: Iter 6500 Summary: 
[2025-01-09 09:36:48,458] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05264935165643692
[2025-01-09 09:36:56,389] INFO: Iter 6600 Summary: 
[2025-01-09 09:36:56,389] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05279425539076328
[2025-01-09 09:37:04,273] INFO: Iter 6700 Summary: 
[2025-01-09 09:37:04,273] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05179353941231966
[2025-01-09 09:37:12,229] INFO: Iter 6800 Summary: 
[2025-01-09 09:37:12,229] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051882067881524566
[2025-01-09 09:37:21,500] INFO: Iter 6900 Summary: 
[2025-01-09 09:37:21,501] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05119359988719225
[2025-01-09 09:37:29,389] INFO: Iter 7000 Summary: 
[2025-01-09 09:37:29,389] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0509883489459753
[2025-01-09 09:37:37,292] INFO: Iter 7100 Summary: 
[2025-01-09 09:37:37,292] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050325510837137696
[2025-01-09 09:37:45,217] INFO: Iter 7200 Summary: 
[2025-01-09 09:37:45,218] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049909302704036235
[2025-01-09 09:37:53,158] INFO: Iter 7300 Summary: 
[2025-01-09 09:37:53,158] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05024446338415146
[2025-01-09 09:38:01,085] INFO: Iter 7400 Summary: 
[2025-01-09 09:38:01,085] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04984562788158655
[2025-01-09 09:38:09,070] INFO: Iter 7500 Summary: 
[2025-01-09 09:38:09,070] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049124912321567536
[2025-01-09 09:38:18,091] INFO: Iter 7600 Summary: 
[2025-01-09 09:38:18,092] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049195034503936766
[2025-01-09 09:38:26,049] INFO: Iter 7700 Summary: 
[2025-01-09 09:38:26,049] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04888704869896174
[2025-01-09 09:38:33,965] INFO: Iter 7800 Summary: 
[2025-01-09 09:38:33,965] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048999970890581605
[2025-01-09 09:38:41,839] INFO: Iter 7900 Summary: 
[2025-01-09 09:38:41,840] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048893281519412995
[2025-01-09 09:38:49,711] INFO: Iter 8000 Summary: 
[2025-01-09 09:38:49,712] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048933226391673086
[2025-01-09 09:39:00,483] INFO: Iter 8100 Summary: 
[2025-01-09 09:39:00,483] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04826738283038139
[2025-01-09 09:39:08,340] INFO: Iter 8200 Summary: 
[2025-01-09 09:39:08,341] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048556911647319796
[2025-01-09 09:39:17,370] INFO: Iter 8300 Summary: 
[2025-01-09 09:39:17,370] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04873154025524855
[2025-01-09 09:39:25,262] INFO: Iter 8400 Summary: 
[2025-01-09 09:39:25,262] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04813958868384361
[2025-01-09 09:39:33,194] INFO: Iter 8500 Summary: 
[2025-01-09 09:39:33,194] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04794376090168953
[2025-01-09 09:39:40,955] INFO: Iter 8600 Summary: 
[2025-01-09 09:39:40,955] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04759357832372189
[2025-01-09 09:39:49,166] INFO: Iter 8700 Summary: 
[2025-01-09 09:39:49,166] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04821037244051695
[2025-01-09 09:39:57,094] INFO: Iter 8800 Summary: 
[2025-01-09 09:39:57,094] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04798799499869347
[2025-01-09 09:40:04,942] INFO: Iter 8900 Summary: 
[2025-01-09 09:40:04,942] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04778971135616303
[2025-01-09 09:40:13,078] INFO: Iter 9000 Summary: 
[2025-01-09 09:40:13,078] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047789125330746175
[2025-01-09 09:40:21,227] INFO: Iter 9100 Summary: 
[2025-01-09 09:40:21,227] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04765735574066639
[2025-01-09 09:40:29,332] INFO: Iter 9200 Summary: 
[2025-01-09 09:40:29,332] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04731164265424013
[2025-01-09 09:40:37,478] INFO: Iter 9300 Summary: 
[2025-01-09 09:40:37,478] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047410475313663485
[2025-01-09 09:40:45,472] INFO: Iter 9400 Summary: 
[2025-01-09 09:40:45,472] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04742647379636764
[2025-01-09 09:40:53,435] INFO: Iter 9500 Summary: 
[2025-01-09 09:40:53,436] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04773636117577553
[2025-01-09 09:41:01,261] INFO: Iter 9600 Summary: 
[2025-01-09 09:41:01,261] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047803240343928334
[2025-01-09 09:41:10,249] INFO: Iter 9700 Summary: 
[2025-01-09 09:41:10,249] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047116162776947024
[2025-01-09 09:41:18,063] INFO: Iter 9800 Summary: 
[2025-01-09 09:41:18,064] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047234991118311885
[2025-01-09 09:41:25,913] INFO: Iter 9900 Summary: 
[2025-01-09 09:41:25,913] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047057833783328534
[2025-01-09 09:41:33,831] INFO: Iter 10000 Summary: 
[2025-01-09 09:41:33,831] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04703845370560884
[2025-01-09 09:41:43,916] INFO: Iter 10100 Summary: 
[2025-01-09 09:41:43,917] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04692190986126661
[2025-01-09 09:41:52,094] INFO: Iter 10200 Summary: 
[2025-01-09 09:41:52,094] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04698102876543999
[2025-01-09 09:42:00,091] INFO: Iter 10300 Summary: 
[2025-01-09 09:42:00,091] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046819752156734465
[2025-01-09 09:42:09,301] INFO: Iter 10400 Summary: 
[2025-01-09 09:42:09,301] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046944367699325085
[2025-01-09 09:42:17,269] INFO: Iter 10500 Summary: 
[2025-01-09 09:42:17,269] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046896360479295254
[2025-01-09 09:42:25,243] INFO: Iter 10600 Summary: 
[2025-01-09 09:42:25,243] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.046747848577797416
[2025-01-09 09:42:33,170] INFO: Iter 10700 Summary: 
[2025-01-09 09:42:33,171] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047175281681120396
[2025-01-09 09:42:41,034] INFO: Iter 10800 Summary: 
[2025-01-09 09:42:41,034] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05276666633784771
[2025-01-09 09:42:49,052] INFO: Iter 10900 Summary: 
[2025-01-09 09:42:49,052] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06422726135700942
[2025-01-09 09:42:56,965] INFO: Iter 11000 Summary: 
[2025-01-09 09:42:56,966] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05747389223426581
[2025-01-09 09:43:05,943] INFO: Iter 11100 Summary: 
[2025-01-09 09:43:05,943] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05384021453559398
[2025-01-09 09:43:13,953] INFO: Iter 11200 Summary: 
[2025-01-09 09:43:13,953] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05328639648854733
[2025-01-09 09:43:21,897] INFO: Iter 11300 Summary: 
[2025-01-09 09:43:21,897] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05177318461239338
[2025-01-09 09:43:29,903] INFO: Iter 11400 Summary: 
