[2025-01-10 09:44:23,841] INFO: {
    "abs_dir": "/home/diwang/siMLPe/exps/baseline_h36m",
    "batch_size": 256,
    "cos_lr_max": 1e-05,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 40000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "device": "cuda:1",
    "h36m_anno_dir": "/home/diwang/siMLPe/data/h36m/",
    "link_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_last.log",
    "link_val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_last.log",
    "log_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log",
    "log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/log_2025_01_10_09_43_56.log",
    "model_pth": null,
    "motion": {
        "dim": 66,
        "h36m_input_length": 50,
        "h36m_input_length_dct": 50,
        "h36m_target_length": 10,
        "h36m_target_length_eval": 25,
        "h36m_target_length_train": 10
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": false,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 66,
        "init_w_trunc_normal": true,
        "out_features": 66,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 66,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "repo_name": "siMLPe",
    "root_dir": "/home/diwang/siMLPe",
    "save_every": 2000,
    "seed": 304,
    "shift_step": 1,
    "snapshot_dir": "/home/diwang/siMLPe/exps/baseline_h36m/log/snapshot",
    "this_dir": "baseline_h36m",
    "use_relative_loss": true,
    "val_log_file": "/home/diwang/siMLPe/exps/baseline_h36m/log/val_2025_01_10_09_43_56.log",
    "weight_decay": 0.0001
}
[2025-01-10 09:44:35,915] INFO: Iter 100 Summary: 
[2025-01-10 09:44:35,916] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.09323366478085518
[2025-01-10 09:44:46,046] INFO: Iter 200 Summary: 
[2025-01-10 09:44:46,046] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07495819501578808
[2025-01-10 09:44:55,507] INFO: Iter 300 Summary: 
[2025-01-10 09:44:55,507] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07472302697598934
[2025-01-10 09:45:05,552] INFO: Iter 400 Summary: 
[2025-01-10 09:45:05,552] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07081885859370232
[2025-01-10 09:45:14,212] INFO: Iter 500 Summary: 
[2025-01-10 09:45:14,212] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06820853967219591
[2025-01-10 09:45:23,329] INFO: Iter 600 Summary: 
[2025-01-10 09:45:23,329] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06604010909795761
[2025-01-10 09:45:35,130] INFO: Iter 700 Summary: 
[2025-01-10 09:45:35,130] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06464995678514242
[2025-01-10 09:45:46,027] INFO: Iter 800 Summary: 
[2025-01-10 09:45:46,027] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06339653138071298
[2025-01-10 09:45:56,306] INFO: Iter 900 Summary: 
[2025-01-10 09:45:56,307] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06245448775589466
[2025-01-10 09:46:07,139] INFO: Iter 1000 Summary: 
[2025-01-10 09:46:07,139] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.061248615570366385
[2025-01-10 09:46:17,863] INFO: Iter 1100 Summary: 
[2025-01-10 09:46:17,863] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06034250143915415
[2025-01-10 09:46:27,664] INFO: Iter 1200 Summary: 
[2025-01-10 09:46:27,664] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05887253947556019
[2025-01-10 09:46:37,491] INFO: Iter 1300 Summary: 
[2025-01-10 09:46:37,491] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058658871054649356
[2025-01-10 09:46:49,613] INFO: Iter 1400 Summary: 
[2025-01-10 09:46:49,613] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05845969524234533
[2025-01-10 09:46:58,970] INFO: Iter 1500 Summary: 
[2025-01-10 09:46:58,970] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057958102710545065
[2025-01-10 09:47:07,634] INFO: Iter 1600 Summary: 
[2025-01-10 09:47:07,634] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05704542707651854
[2025-01-10 09:47:17,222] INFO: Iter 1700 Summary: 
[2025-01-10 09:47:17,222] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05682532984763384
[2025-01-10 09:47:27,654] INFO: Iter 1800 Summary: 
[2025-01-10 09:47:27,655] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05621596813201904
[2025-01-10 09:47:37,377] INFO: Iter 1900 Summary: 
[2025-01-10 09:47:37,377] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05636971585452557
[2025-01-10 09:47:47,548] INFO: Iter 2000 Summary: 
[2025-01-10 09:47:47,548] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05520862840116024
